id,title
005d9412-9226-4424-bb37-b24380f6aa8a,"Scrapbook of Zion-Benton High School years (unbound, 36 leaves)"
08fed12f-43ee-42e6-8cb0-0629d8203759,Scrapbook of Northwestern University years
2c5175f4-58d5-4d38-9b72-748e7586696e,"Newspaper clippings, 1978-1995"
3aaff5bd-6223-46be-8c91-77b88677ca75,"Photographs, 1975, circa 1978-1983"
55c8fc0f-7ce8-4b83-acfe-451903ef4a6c,"Photographs, 1975-1976"
ee8623cc-96f2-4f92-970f-f35fefdbda05,"Signed posters, certificate of participation, Wildcats Time Out article, ""NBA Lists"" from Hoop"
